timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;hr3;rr5;spo2
11:28:09.205649;368;135418;120701;128217;181158;524159;524159;72.0;0.0;0.0
11:28:09.215641;369;135487;120722;128233;181161;524159;524159;72.0;0.0;0.0
11:28:09.221637;370;135423;120692;128203;181039;524159;524159;72.0;0.0;0.0
11:28:09.227633;371;135255;120653;128184;180812;524159;524159;71.0;0.0;0.0
11:28:09.234629;372;135158;120648;128178;180662;524159;524159;71.0;0.0;0.0
11:28:09.404863;373;135197;120673;128199;180662;524159;524159;71.0;0.0;0.0
11:28:09.411854;374;135335;120709;128224;180788;524159;524159;71.0;0.0;0.0
11:28:09.418752;375;135541;120742;128249;180987;524159;524159;71.0;0.0;0.0
11:28:09.425754;376;135754;120771;128274;181228;524159;524159;71.0;0.0;0.0
11:28:09.432753;377;135969;120805;128292;181474;524159;524159;71.0;0.0;0.0
11:28:09.611968;378;136165;120826;128304;181713;524159;524159;71.0;0.0;0.0
11:28:09.626902;379;136360;120846;128321;181934;524159;524159;71.0;0.0;0.0
11:28:09.632896;380;136559;120871;128340;182187;524159;524159;71.0;969.9;0.0
11:28:09.635894;381;136769;120906;128362;182470;524159;524159;70.0;0.0;0.0
11:28:09.638893;382;137012;120946;128390;182780;524159;524159;70.0;0.0;0.0
11:28:09.805920;383;137281;120984;128417;183129;524159;524159;70.0;0.0;0.0
11:28:09.812918;384;137566;121035;128457;183487;524159;524159;70.0;0.0;0.0
11:28:09.819912;385;137856;121087;128493;183869;524159;524159;70.0;0.0;0.0
11:28:09.826910;386;138151;121120;128519;184252;524159;524159;70.0;0.0;0.0
11:28:09.834902;387;138200;121059;128467;184374;524159;524159;70.0;0.0;0.0
11:28:10.007599;388;137430;120798;128288;183536;524159;524159;70.0;0.0;0.0
11:28:10.014593;389;136287;120587;128158;182199;524159;524159;70.0;0.0;0.0
11:28:10.020586;390;135408;120494;128108;181124;524159;524159;70.0;0.0;0.0
11:28:10.026582;391;134859;120462;128094;180402;524159;524159;69.0;0.0;0.0
11:28:10.033801;392;134552;120451;128090;179935;524159;524159;69.0;0.0;0.0
11:28:10.206649;393;134460;120463;128099;179719;524159;524159;69.0;0.0;0.0
